f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,label
-3.5198101658077374,0.22308590292734798,-1.0363525087476102,-0.5657650774494238,-1.3298031424536532,-1.691793081562504,5.465640180517698,-0.45166334884411874,1.0869209523789984,-1.2689641007790193,1
1.979745321356595,2.4330699144768904,-1.5176381867851487,-0.47759931972488157,1.4648770401276698,2.625416363190756,-2.8951249824876966,-0.04521232322606785,-1.0206075213680461,1.5827124834712771,0
0.48889686724817316,1.7229455557273639,0.9593589043193336,1.4962301193853458,-0.7285910888435976,-2.1248293563610865,4.0404581879654815,0.8006523588146583,0.4793959559301369,-0.347105613518364,1
-0.04008212994422558,-0.5953956211907989,-0.11960377206512207,-1.1689335015931404,-0.19921611929958752,-0.37716210896626656,-1.5823488021059415,0.9852198285566357,0.029134713222713465,-0.5379978102097236,0
2.658208888073883,2.4065290345004637,1.7384201443585239,0.38237686641635005,0.09491751223604371,-1.11102183939074,0.4542082331202134,0.8017559737507641,-2.6427518856950045,-2.0871728642707685,1
-1.9948435745853488,-0.19010811778034142,-1.563898286379928,-2.7359835074079855,-0.5153629917171147,3.563222753032272,-1.7819738327267394,-0.9414461235903487,-4.167799922166826,-2.5925579771476097,1
1.6372742215950753,-0.7723556549256894,0.5336830665029055,0.33034749657580187,0.7155774742701559,1.3645154723509036,-3.3692846798237754,-1.468693025585305,-0.4537087481106469,1.0420071272760838,0
-0.5553603574516839,2.7321813976760625,-1.9689253510010754,1.9038744363672628,-0.9545908659759296,1.5803932778332443,1.9516871101737028,0.8887174547644069,-0.8203339569198254,-0.6426884024369868,0
-3.018645824124005,-2.2795419914019512,3.3275972061674217,-3.3186317307444675,-0.6323565696889504,-0.031220803456670998,5.23517364963083,-0.3269587329587323,-5.500149501574738,-4.124738554800399,1
-1.6573246331542044,0.5420890573236898,0.5725367038982341,-1.5447232210413786,-1.4692783547950583,0.8997437670314191,2.7045608352573653,-0.49785216401636523,-4.3416544196691405,-3.6514667091068307,1
